# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 415 Hz
# Recording started at: 2025-09-19 13:28:57.478
time;ωₓ (rad/s);ωᵧ (rad/s);ωᶻ (rad/s);ω_total (rad/s)
52,495163;0,005;-0,012;0,001;0,013
52,495512;0,007;-0,020;0,007;0,022
52,508343;0,015;-0,029;0,016;0,037
52,522743;0,024;-0,039;0,026;0,053
52,523068;0,034;-0,046;0,032;0,066
52,536426;0,042;-0,046;0,041;0,075
52,550697;0,046;-0,034;0,053;0,078
52,550914;0,053;-0,018;0,068;0,088
52,563591;0,056;-0,028;0,081;0,103
52,575977;0,059;-0,046;0,086;0,114
52,588870;0,061;-0,056;0,079;0,114
52,602134;0,060;-0,082;0,076;0,127
52,615227;0,065;-0,084;0,089;0,138
52,627762;0,072;-0,090;0,087;0,145
52,628004;0,083;-0,106;0,064;0,149
52,641796;0,084;-0,110;0,034;0,143
52,656430;0,073;-0,100;0,008;0,124
52,656695;0,059;-0,070;-0,012;0,092
52,669865;0,048;-0,035;-0,027;0,065
52,683042;0,045;-0,016;-0,040;0,062
52,683285;0,048;-0,016;-0,049;0,071
52,697006;0,053;-0,020;-0,052;0,076
52,710020;0,053;-0,018;-0,049;0,074
52,723312;0,048;-0,013;-0,042;0,065
52,723623;0,035;-0,006;-0,034;0,049
52,737272;0,018;0,002;-0,029;0,034
52,751753;0,002;0,004;-0,029;0,029
52,752052;-0,010;0,006;-0,030;0,032
52,766903;-0,016;0,006;-0,032;0,037
52,783069;-0,016;0,005;-0,030;0,034
52,783525;-0,010;0,004;-0,024;0,026
52,798807;-0,000;0,006;-0,019;0,020
52,816020;0,020;0,009;-0,002;0,021
52,828984;0,023;0,013;0,003;0,027
52,829271;0,022;0,011;0,003;0,025
52,842436;0,015;0,006;0,003;0,016
52,856637;0,006;0,015;0,003;0,016
52,856930;-0,000;0,009;0,002;0,009
52,869920;-0,005;-0,004;-0,004;0,007
52,883254;-0,006;-0,012;-0,008;0,016
52,897928;-0,007;-0,022;-0,009;0,025
52,898221;-0,009;-0,023;-0,008;0,026
52,903982;-0,011;-0,018;-0,007;0,022
52,914479;-0,015;-0,010;-0,005;0,018
52,928561;-0,018;-0,001;-0,005;0,019
52,941646;-0,022;0,007;-0,004;0,024
52,941941;-0,024;0,013;-0,003;0,028
52,955175;-0,027;0,016;-0,004;0,032
52,969475;-0,027;0,020;-0,005;0,034
52,986025;-0,028;0,022;-0,007;0,036
52,986326;-0,027;0,024;-0,009;0,037
53,001282;-0,022;0,024;-0,007;0,034
53,001609;-0,015;0,018;-0,004;0,024
53,016469;-0,006;0,010;-0,004;0,012
53,028903;-0,000;0,006;-0,008;0,010
53,042712;-0,000;0,015;-0,014;0,020
53,057968;-0,005;0,023;-0,014;0,028
53,058235;-0,007;0,027;-0,014;0,031
53,073141;-0,010;0,027;-0,015;0,032
53,089786;-0,010;0,022;-0,018;0,030
53,090100;-0,011;0,015;-0,020;0,027
53,106159;-0,012;0,010;-0,024;0,029
53,106489;-0,013;0,007;-0,026;0,030
53,121077;-0,017;0,007;-0,027;0,033
53,133780;-0,020;0,010;-0,025;0,033
53,134082;-0,021;0,010;-0,023;0,032
53,146989;-0,023;0,011;-0,019;0,032
53,162086;-0,026;0,016;-0,013;0,033
53,162434;-0,028;0,017;-0,009;0,034
53,176564;-0,031;0,016;-0,007;0,035
53,193715;-0,035;0,010;-0,001;0,037
53,193983;-0,043;0,012;0,003;0,045
53,210395;-0,045;0,016;0,001;0,048
53,210648;-0,044;0,010;-0,003;0,045
53,224945;-0,043;0,001;-0,004;0,043
53,240150;-0,042;-0,001;-0,004;0,042
53,257432;-0,039;0,007;-0,005;0,040
53,273589;-0,037;0,010;-0,007;0,039
53,290961;-0,026;0,007;-0,012;0,029
53,307724;-0,016;0,006;-0,018;0,025
53,308053;-0,012;0,004;-0,015;0,020
53,323050;-0,011;0,005;-0,014;0,018
53,338365;-0,011;0,010;-0,010;0,018
53,338657;-0,011;0,016;-0,007;0,020
53,353537;-0,010;0,016;-0,007;0,020
53,354206;-0,006;0,010;-0,012;0,016
53,368277;-0,002;0,000;-0,020;0,020
53,380897;-0,000;-0,007;-0,020;0,021
53,394673;-0,001;-0,010;-0,016;0,019
53,394942;-0,006;-0,007;-0,010;0,014
53,410385;-0,011;-0,002;-0,003;0,012
53,426234;-0,015;0,004;0,001;0,015
53,426554;-0,016;0,006;0,002;0,017
53,440012;-0,015;0,005;-0,001;0,015
53,453401;-0,001;-0,004;-0,008;0,009
53,466624;0,006;-0,004;-0,008;0,011
53,481071;0,011;-0,001;-0,004;0,012
53,481346;0,016;0,000;-0,003;0,016
53,493946;0,018;-0,001;-0,004;0,019
53,507742;0,018;-0,002;-0,008;0,020
53,508035;0,015;0,000;-0,012;0,019
53,520898;0,010;0,001;-0,013;0,016
53,534028;0,005;0,004;-0,013;0,014
53,547661;0,001;0,009;-0,009;0,013
53,547901;-0,002;0,009;-0,004;0,010
53,561524;-0,004;0,006;-0,001;0,007
53,577231;-0,007;0,004;0,002;0,008
53,577537;-0,011;0,005;0,004;0,013
53,592944;-0,017;0,005;0,007;0,019
53,593513;-0,022;0,002;0,007;0,023
53,608561;-0,026;-0,001;0,003;0,026
53,624065;-0,028;-0,005;0,002;0,029
53,624374;-0,029;-0,006;0,003;0,030
53,641488;-0,029;-0,006;0,005;0,030
53,659506;-0,026;-0,005;0,007;0,027
53,675332;-0,023;-0,005;0,008;0,025
53,692046;-0,021;-0,011;0,003;0,024
53,708695;-0,013;-0,043;-0,019;0,049
53,709121;-0,011;-0,067;-0,036;0,077
53,727351;-0,009;-0,088;-0,054;0,104
53,728127;-0,007;-0,097;-0,069;0,119
53,742639;-0,005;-0,095;-0,076;0,122
53,756301;-0,000;-0,088;-0,079;0,118
53,756578;0,010;-0,078;-0,078;0,111
53,773032;0,021;-0,065;-0,074;0,100
53,787543;0,031;-0,051;-0,068;0,090
53,787869;0,039;-0,043;-0,058;0,082
53,801748;0,043;-0,034;-0,048;0,073
53,816353;0,043;-0,027;-0,043;0,067
53,816670;0,039;-0,032;-0,041;0,065
53,831891;0,026;-0,039;-0,034;0,058
53,846862;0,004;-0,040;-0,019;0,045
53,847112;-0,024;-0,042;-0,004;0,048
53,860077;-0,055;-0,044;0,004;0,071
53,877967;-0,086;-0,044;0,012;0,097
53,878374;-0,111;-0,039;0,021;0,120
53,894390;-0,127;-0,032;0,025;0,133
53,907542;-0,122;-0,023;0,019;0,126
53,921709;-0,105;-0,017;0,016;0,108
53,921990;-0,083;-0,005;0,016;0,085
53,937264;-0,059;0,007;0,016;0,061
53,952728;-0,034;0,018;0,014;0,041
53,953034;-0,015;0,026;0,013;0,032
53,968240;-0,001;0,031;0,013;0,033
53,968609;0,004;0,032;0,018;0,037
53,983136;0,001;0,029;0,024;0,038
53,996212;-0,005;0,018;0,027;0,033
53,996452;-0,015;0,001;0,030;0,033
54,011637;-0,027;-0,013;0,030;0,042
54,026970;-0,040;-0,023;0,037;0,060
54,027280;-0,056;-0,024;0,048;0,078
54,040979;-0,065;-0,023;0,056;0,088
54,053322;-0,066;-0,027;0,053;0,089
54,066743;-0,045;-0,044;0,026;0,068
54,081088;-0,032;-0,048;0,019;0,060
54,096785;-0,021;-0,043;0,018;0,051
54,111599;-0,011;-0,016;0,021;0,029
54,125271;-0,011;0,012;0,014;0,022
54,138233;-0,011;0,018;0,009;0,023
54,152742;-0,011;0,020;0,001;0,022
54,153051;-0,009;0,018;-0,009;0,022
54,168032;-0,005;0,017;-0,015;0,023
54,168361;-0,001;0,015;-0,018;0,023
54,185150;0,002;0,013;-0,021;0,025
54,201144;0,004;0,011;-0,024;0,026
54,201476;0,005;0,009;-0,027;0,029
54,216176;0,002;0,010;-0,029;0,030
54,229267;-0,002;0,013;-0,025;0,029
54,242763;-0,002;0,015;-0,021;0,026
54,258078;-0,001;0,016;-0,014;0,021
54,273346;0,006;0,004;-0,003;0,008
54,287310;0,009;-0,001;0,010;0,014
54,300369;0,005;-0,005;0,018;0,019
54,314324;-0,001;-0,005;0,023;0,023
54,314594;-0,007;-0,005;0,026;0,028
54,329416;-0,012;-0,007;0,029;0,032
54,344896;-0,012;-0,013;0,031;0,036
54,345189;-0,009;-0,020;0,031;0,038
54,360956;-0,004;-0,024;0,032;0,041
54,361279;0,004;-0,027;0,032;0,042
54,374130;0,009;-0,023;0,030;0,039
54,387831;0,012;-0,017;0,027;0,035
54,401577;0,012;-0,010;0,025;0,030
54,401926;0,011;-0,005;0,020;0,023
54,415103;0,010;0,000;0,016;0,019
54,428344;0,009;0,000;0,013;0,015
54,428653;0,009;-0,001;0,010;0,014
54,441905;0,007;-0,002;0,009;0,012
54,455623;0,006;-0,004;0,008;0,011
54,469950;0,004;-0,006;-0,001;0,007
54,482624;0,002;-0,007;-0,007;0,010
54,484461;0,002;-0,007;-0,010;0,013
54,500442;0,001;-0,006;-0,010;0,012
54,512634;-0,002;-0,004;-0,007;0,008
54,525130;-0,007;-0,001;-0,002;0,008
54,525386;-0,013;0,002;0,002;0,014
54,538507;-0,020;0,005;0,004;0,021
54,553373;-0,027;0,005;0,005;0,028
54,553688;-0,034;0,005;0,004;0,035
54,568872;-0,038;0,005;0,002;0,038
54,581848;-0,037;0,004;-0,003;0,037
54,582107;-0,033;0,002;-0,007;0,034
54,595126;-0,026;0,002;-0,008;0,027
54,609720;-0,018;0,005;-0,008;0,021
54,609960;-0,009;0,007;-0,010;0,015
54,624690;-0,001;0,010;-0,012;0,015
54,638362;0,004;0,013;-0,010;0,017
54,638588;0,007;0,016;-0,007;0,019
54,651848;0,007;0,013;-0,007;0,017
54,665589;0,005;0,009;-0,007;0,012
54,680074;-0,000;0,001;-0,005;0,006
54,680325;-0,006;-0,007;-0,003;0,010
54,695484;-0,012;-0,016;-0,005;0,021
54,712035;-0,020;-0,016;-0,008;0,026
54,728633;-0,017;-0,011;-0,005;0,021
54,746255;0,006;-0,015;-0,014;0,021
54,761340;0,028;-0,011;-0,009;0,032
54,777304;0,028;-0,002;0,001;0,028
54,777610;0,023;0,004;0,008;0,025
54,792909;0,013;0,009;0,010;0,019
54,793244;0,002;0,010;0,010;0,014
54,808261;-0,007;0,010;0,009;0,015
54,822995;-0,013;0,004;0,005;0,015
54,823332;-0,012;-0,005;0,001;0,013
54,836181;-0,005;-0,010;-0,003;0,011
54,852484;0,002;-0,011;-0,002;0,011
54,852895;0,010;-0,007;0,002;0,012
54,869464;0,016;0,000;0,005;0,017
54,869700;0,018;0,009;0,008;0,022
54,883629;0,016;0,016;0,010;0,025
54,899014;0,011;0,018;0,012;0,024
54,899374;0,005;0,016;0,009;0,019
54,915918;-0,000;0,009;0,005;0,010
54,931947;-0,009;-0,006;0,007;0,012
54,951162;-0,011;-0,009;0,008;0,016
54,967760;-0,016;-0,006;0,012;0,021
54,984761;-0,022;0,004;0,019;0,029
54,984995;-0,024;0,006;0,019;0,032
55,000219;-0,026;0,002;0,019;0,032
55,013214;-0,026;-0,004;0,016;0,031
55,013464;-0,027;-0,007;0,018;0,033
55,027819;-0,031;-0,009;0,021;0,038
55,042886;-0,034;-0,011;0,021;0,042
55,043129;-0,038;-0,015;0,019;0,045
55,057508;-0,042;-0,016;0,016;0,047
55,072354;-0,044;-0,015;0,015;0,049
55,072622;-0,043;-0,013;0,013;0,047
55,086385;-0,038;-0,012;0,005;0,040
55,099734;-0,031;-0,009;0,002;0,032
55,113645;-0,012;0,001;-0,001;0,012
55,127476;-0,001;0,001;-0,004;0,005
55,127789;0,007;0,004;-0,010;0,013
55,140646;0,013;0,007;-0,013;0,020
55,146054;0,016;0,011;-0,012;0,023
55,155600;0,015;0,010;-0,009;0,020
55,169080;0,013;0,005;-0,009;0,017
55,186028;0,010;0,000;-0,009;0,013
55,186254;0,002;-0,002;-0,005;0,006
55,202739;-0,006;-0,001;0,005;0,008
55,203247;-0,017;0,002;0,018;0,025
55,217403;-0,026;-0,001;0,026;0,037
55,231853;-0,033;-0,007;0,027;0,044
55,232311;-0,039;-0,012;0,029;0,050
55,247344;-0,042;-0,015;0,032;0,055
55,264141;-0,044;-0,016;0,036;0,059
55,264418;-0,043;-0,017;0,037;0,059
55,279384;-0,038;-0,020;0,035;0,055
55,293153;-0,026;-0,017;0,030;0,043
55,306758;-0,020;-0,015;0,030;0,039
55,321409;-0,015;-0,013;0,027;0,034
55,337708;-0,010;-0,009;0,020;0,024
55,353960;-0,015;0,002;0,021;0,026
55,368922;-0,016;0,009;0,019;0,026
55,369242;-0,015;0,009;0,013;0,021
55,381973;-0,009;0,001;0,004;0,010
55,395099;-0,002;-0,007;-0,004;0,009
55,395344;0,004;-0,010;-0,008;0,013
55,409674;0,006;-0,010;-0,005;0,013
55,426640;0,005;-0,007;-0,001;0,009
55,426885;0,001;-0,001;0,005;0,006
55,441814;-0,005;0,005;0,009;0,011
55,456449;-0,011;0,009;0,010;0,017
55,456726;-0,017;0,009;0,009;0,021
55,471466;-0,018;0,004;0,005;0,019
55,471755;-0,016;-0,004;0,001;0,016
55,488380;-0,011;-0,011;-0,003;0,016
55,504041;-0,005;-0,015;-0,003;0,016
55,504314;0,001;-0,016;-0,002;0,016
55,518433;0,006;-0,015;0,001;0,016
55,531583;0,009;-0,012;0,001;0,015
55,531831;0,009;-0,010;0,001;0,013
55,544710;0,005;-0,007;-0,001;0,009
55,558058;0,002;-0,006;-0,004;0,008
55,571699;-0,001;-0,005;-0,005;0,007
55,587100;-0,000;-0,005;-0,002;0,005
55,587391;0,001;-0,005;-0,001;0,005
55,602105;0,002;-0,004;0,001;0,004
55,616338;0,001;0,000;0,002;0,002
55,616633;-0,001;0,004;0,002;0,004
55,629701;-0,005;0,004;-0,001;0,006
55,643368;-0,006;0,000;-0,008;0,010
55,659960;-0,007;-0,004;-0,013;0,015
55,660379;-0,007;-0,002;-0,013;0,015
55,677790;-0,006;0,000;-0,010;0,012
55,678073;-0,004;0,006;-0,007;0,010
55,692044;-0,002;0,012;-0,002;0,013
55,692286;-0,000;0,017;0,003;0,017
55,707251;0,001;0,018;0,005;0,019
55,722735;0,001;0,015;0,007;0,016
55,723006;-0,000;0,010;0,005;0,011
55,736995;-0,002;0,004;0,004;0,006
55,752717;-0,002;-0,001;0,003;0,004
55,752980;-0,004;-0,007;0,003;0,009
55,768438;-0,004;-0,009;0,004;0,010
55,785608;-0,004;-0,004;0,013;0,014
55,803029;-0,002;0,000;0,016;0,017
55,818013;-0,000;0,000;0,016;0,016
55,833881;0,001;-0,002;0,015;0,016
55,849602;-0,002;0,000;0,016;0,017
55,849854;-0,005;0,000;0,015;0,016
55,865253;-0,006;0,000;0,012;0,013
55,865508;-0,006;-0,001;0,008;0,010
55,881154;-0,006;-0,001;0,004;0,008
55,898536;-0,005;-0,001;0,001;0,005
55,898790;-0,001;0,001;-0,003;0,004
55,914927;0,002;0,004;-0,004;0,006
55,915206;0,006;0,009;-0,004;0,011
55,929903;0,007;0,015;-0,004;0,017
55,947054;0,010;0,018;-0,004;0,021
55,947288;0,011;0,020;-0,005;0,023
55,962766;0,010;0,020;-0,008;0,023
55,963031;0,009;0,018;-0,007;0,021
55,977572;0,007;0,016;-0,008;0,019
55,992488;0,006;0,013;-0,010;0,018
56,005079;0,006;0,017;-0,015;0,024
56,020445;0,011;0,020;-0,018;0,029
56,020836;0,021;0,021;-0,023;0,037
56,036482;0,033;0,020;-0,030;0,049
56,036792;0,046;0,016;-0,035;0,060
56,052225;0,059;0,015;-0,037;0,071
56,064790;0,066;0,017;-0,037;0,078
56,078398;0,068;0,022;-0,031;0,078
56,078704;0,066;0,026;-0,026;0,076
56,092791;0,061;0,026;-0,027;0,072
56,105805;0,054;0,027;-0,031;0,068
56,106068;0,045;0,027;-0,032;0,062
56,118996;0,038;0,027;-0,031;0,056
56,132748;0,035;0,022;-0,034;0,054
56,133049;0,035;0,018;-0,032;0,051
56,145532;0,035;0,020;-0,027;0,049
56,159377;0,033;0,026;-0,019;0,046
56,174872;0,028;0,032;-0,012;0,044
56,175111;0,023;0,034;-0,009;0,042
56,189447;0,016;0,033;-0,010;0,038
56,204038;0,007;0,029;-0,008;0,031
56,204346;-0,002;0,027;-0,001;0,027
56,221066;-0,011;0,022;0,009;0,026
56,233790;-0,020;0,005;0,021;0,029
56,247238;-0,024;-0,005;0,030;0,039
56,247794;-0,027;-0,012;0,036;0,047
56,261272;-0,031;-0,017;0,040;0,053
56,275705;-0,033;-0,021;0,041;0,057
56,292855;-0,034;-0,023;0,042;0,059
56,293206;-0,033;-0,027;0,041;0,059
56,305502;-0,028;-0,031;0,041;0,058
56,305775;-0,023;-0,033;0,042;0,058
56,319159;-0,018;-0,034;0,043;0,058
56,334849;-0,015;-0,037;0,045;0,060
56,335167;-0,015;-0,037;0,043;0,059
56,349454;-0,017;-0,039;0,040;0,058
56,364048;-0,022;-0,039;0,036;0,058
56,364393;-0,029;-0,037;0,034;0,058
56,381261;-0,038;-0,035;0,030;0,060
56,395662;-0,043;-0,038;0,023;0,061
56,396025;-0,043;-0,043;0,013;0,062
56,410283;-0,042;-0,046;0,009;0,063
56,426710;-0,035;-0,046;0,012;0,060
56,445426;-0,035;-0,038;0,008;0,052
56,459788;-0,038;-0,016;0,002;0,041
56,474281;-0,038;-0,006;-0,003;0,038
56,487687;-0,034;-0,009;-0,007;0,036
56,487996;-0,032;-0,017;-0,008;0,037
56,501663;-0,029;-0,031;-0,008;0,043
56,516237;-0,032;-0,045;-0,009;0,056
56,516589;-0,039;-0,060;-0,003;0,072
56,531145;-0,053;-0,073;0,008;0,091
56,535583;-0,071;-0,088;0,023;0,115
56,555147;-0,112;-0,090;0,038;0,149
56,564480;-0,123;-0,090;0,040;0,158
56,576877;-0,126;-0,094;0,042;0,163
56,589750;-0,121;-0,095;0,048;0,161
56,603074;-0,110;-0,092;0,054;0,153
56,603386;-0,097;-0,084;0,058;0,141
56,618744;-0,081;-0,079;0,057;0,127
56,634371;-0,066;-0,076;0,051;0,113
56,634664;-0,050;-0,075;0,038;0,098
56,647346;-0,035;-0,075;0,024;0,086
56,661358;-0,022;-0,071;0,010;0,075
56,661662;-0,007;-0,062;-0,002;0,063
56,675387;0,005;-0,049;-0,009;0,050
56,688285;0,018;-0,031;-0,015;0,039
56,688645;0,032;-0,010;-0,020;0,039
56,701828;0,048;0,011;-0,025;0,055
56,715781;0,065;0,026;-0,034;0,077
56,728982;0,086;0,034;-0,045;0,102
56,729246;0,105;0,033;-0,058;0,124
56,742382;0,123;0,026;-0,073;0,145
56,756504;0,134;0,020;-0,085;0,160
56,756819;0,138;0,017;-0,089;0,165
56,769383;0,133;0,020;-0,084;0,158
56,782975;0,121;0,026;-0,073;0,143
56,797320;0,104;0,031;-0,054;0,121
56,797612;0,083;0,032;-0,036;0,096
56,811548;0,062;0,029;-0,019;0,071
56,828685;0,042;0,020;-0,004;0,046
56,828988;0,021;0,004;0,012;0,024
56,841588;0,001;-0,012;0,026;0,029
56,854846;-0,034;-0,043;0,049;0,074
56,868702;-0,051;-0,055;0,058;0,095
56,881124;-0,066;-0,064;0,063;0,111
56,881396;-0,076;-0,067;0,065;0,121
56,894746;-0,082;-0,068;0,067;0,126
56,910680;-0,082;-0,068;0,067;0,126
56,910969;-0,077;-0,066;0,068;0,122
56,925767;-0,068;-0,061;0,068;0,114
56,938196;-0,057;-0,053;0,065;0,102
56,938482;-0,045;-0,045;0,063;0,090
56,951214;-0,037;-0,039;0,059;0,080
56,965585;-0,031;-0,034;0,052;0,069
56,980155;-0,028;-0,031;0,041;0,058
56,980628;-0,028;-0,029;0,027;0,049
56,993224;-0,027;-0,029;0,013;0,042
57,006532;-0,024;-0,029;0,001;0,038
57,006809;-0,021;-0,026;-0,005;0,033
57,020494;-0,018;-0,018;-0,008;0,027
57,033368;-0,016;-0,007;-0,007;0,019
57,047122;-0,015;0,011;-0,009;0,020
57,063717;-0,012;0,012;-0,013;0,022
57,063996;-0,010;0,006;-0,016;0,020
57,078673;-0,010;0,000;-0,020;0,022
57,092090;-0,011;-0,002;-0,018;0,021
57,092414;-0,015;0,001;-0,013;0,020
57,105910;-0,017;0,004;-0,013;0,022
57,120656;-0,018;0,004;-0,018;0,026
57,120975;-0,016;-0,001;-0,025;0,030
57,135359;-0,011;-0,005;-0,029;0,031
57,148619;-0,006;-0,004;-0,025;0,026
57,148912;-0,002;0,001;-0,020;0,020
57,161603;0,001;0,006;-0,015;0,016
57,176073;0,006;0,007;-0,014;0,017
57,190862;0,012;0,004;-0,016;0,021
57,191136;0,018;0,001;-0,021;0,028
57,207114;0,024;0,002;-0,026;0,036
57,207366;0,031;0,005;-0,031;0,044
57,220061;0,042;0,006;-0,040;0,058
57,234062;0,055;0,007;-0,047;0,073
57,249231;0,082;0,017;-0,048;0,097
57,264661;0,090;0,023;-0,043;0,103
57,264988;0,093;0,031;-0,040;0,106
57,279126;0,089;0,037;-0,036;0,103
57,291997;0,081;0,039;-0,030;0,094
57,292307;0,066;0,042;-0,023;0,081
57,306142;0,049;0,042;-0,015;0,066
57,320903;0,032;0,039;-0,005;0,051
57,321267;0,015;0,037;0,003;0,040
57,336487;-0,000;0,033;0,013;0,035
57,352100;-0,010;0,027;0,019;0,034
57,352443;-0,015;0,021;0,023;0,034
57,367378;-0,013;0,015;0,021;0,029
57,383758;-0,010;0,013;0,023;0,028
57,384105;-0,004;0,017;0,027;0,033
57,397782;0,004;0,023;0,034;0,041
57,398100;0,010;0,032;0,040;0,052
57,410884;0,013;0,040;0,045;0,062
57,425472;0,015;0,045;0,051;0,069
57,441013;0,013;0,045;0,054;0,072
57,441366;0,011;0,040;0,058;0,072
57,456674;0,007;0,028;0,062;0,068
57,456974;-0,001;0,012;0,067;0,068
57,471320;-0,017;-0,001;0,075;0,077
57,484183;-0,038;-0,012;0,086;0,095
57,500036;-0,093;-0,024;0,114;0,149
57,515113;-0,119;-0,028;0,124;0,174
57,515525;-0,137;-0,035;0,129;0,191
57,529174;-0,144;-0,044;0,124;0,195
57,543601;-0,138;-0,053;0,111;0,185
57,543942;-0,119;-0,062;0,092;0,163
57,556647;-0,088;-0,066;0,075;0,133
57,560648;-0,054;-0,062;0,059;0,101
57,570195;-0,016;-0,051;0,040;0,067
57,584316;0,018;-0,034;0,020;0,044
57,596852;0,049;-0,015;0,002;0,051
57,610044;0,072;0,004;-0,018;0,074
57,610281;0,088;0,018;-0,036;0,097
57,623205;0,098;0,028;-0,053;0,115
57,638300;0,100;0,034;-0,068;0,126
57,638628;0,098;0,038;-0,080;0,132
57,653831;0,093;0,039;-0,089;0,134
57,667223;0,089;0,038;-0,093;0,135
57,667557;0,088;0,037;-0,101;0,139
57,681739;0,088;0,034;-0,104;0,141
57,696027;0,090;0,034;-0,106;0,143
57,696314;0,093;0,038;-0,104;0,145
57,709401;0,093;0,046;-0,104;0,147
57,722646;0,093;0,054;-0,103;0,149
57,738949;0,093;0,056;-0,103;0,150
57,739201;0,092;0,057;-0,095;0,144
57,754498;0,086;0,053;-0,075;0,125
57,768672;0,050;0,033;-0,038;0,071
57,784007;0,024;0,018;-0,027;0,041
57,784330;-0,005;0,002;-0,013;0,014
57,798574;-0,037;-0,012;0,008;0,039
57,812047;-0,067;-0,020;0,030;0,076
57,812368;-0,093;-0,026;0,047;0,107
57,826474;-0,111;-0,039;0,063;0,134
57,841853;-0,123;-0,054;0,078;0,155
57,842152;-0,131;-0,067;0,086;0,170
57,857122;-0,130;-0,079;0,089;0,176
57,857617;-0,122;-0,087;0,085;0,172
57,871784;-0,109;-0,090;0,078;0,161
57,884658;-0,090;-0,088;0,069;0,144
57,898168;-0,068;-0,079;0,060;0,121
57,898443;-0,043;-0,066;0,051;0,094
57,912733;-0,017;-0,050;0,042;0,068
57,929303;0,031;-0,013;0,030;0,045
57,942354;0,050;0,001;0,025;0,056
57,955509;0,064;0,015;0,021;0,069
57,969685;0,073;0,028;0,010;0,079
57,985251;0,068;0,028;0,005;0,074
57,985562;0,060;0,026;0,001;0,065
58,000615;0,049;0,023;-0,005;0,054
58,013898;0,027;0,020;-0,014;0,036
58,027157;0,023;0,020;-0,014;0,033
58,041743;0,022;0,023;-0,014;0,035
58,042038;0,023;0,028;-0,013;0,039
58,057141;0,027;0,031;-0,012;0,042
58,073249;0,031;0,031;-0,013;0,045
58,073577;0,031;0,024;-0,012;0,041
58,090037;0,023;0,017;-0,008;0,030
58,090351;0,011;0,012;-0,002;0,017
58,106572;-0,006;0,009;0,004;0,011
58,106895;-0,022;0,002;0,008;0,024
58,120787;-0,034;-0,006;0,008;0,036
58,136395;-0,042;-0,016;0,005;0,045
58,136751;-0,046;-0,027;0,002;0,054
58,151271;-0,049;-0,033;-0,001;0,059
58,164240;-0,051;-0,034;0,001;0,062
58,177987;-0,059;-0,027;0,008;0,065
58,192587;-0,065;-0,018;0,010;0,068
58,193039;-0,068;-0,015;0,005;0,070
58,207611;-0,067;-0,013;-0,008;0,069
58,224664;-0,061;-0,018;-0,021;0,067
58,224959;-0,051;-0,023;-0,032;0,065
58,240044;-0,040;-0,022;-0,036;0,058
58,252994;-0,032;-0,016;-0,034;0,049
58,253291;-0,027;-0,007;-0,027;0,039
58,266572;-0,027;-0,001;-0,016;0,032
58,281446;-0,035;0,005;-0,009;0,037
58,281783;-0,050;0,006;-0,002;0,050
58,297363;-0,071;0,002;0,003;0,071
58,312549;-0,093;-0,002;0,004;0,093
58,312884;-0,111;-0,010;0,005;0,112
58,327273;-0,125;-0,020;0,008;0,126
58,327698;-0,131;-0,026;0,015;0,134
58,340182;-0,131;-0,029;0,025;0,136
58,353259;-0,128;-0,027;0,037;0,136
58,366505;-0,126;-0,022;0,047;0,136
58,366726;-0,122;-0,021;0,051;0,134
58,379262;-0,117;-0,023;0,048;0,129
58,391970;-0,112;-0,028;0,040;0,122
58,404972;-0,105;-0,033;0,029;0,114
58,418772;-0,086;-0,033;0,009;0,092
58,432325;-0,071;-0,026;0,001;0,075
58,432632;-0,053;-0,016;-0,010;0,056
58,445403;-0,029;-0,007;-0,023;0,038
58,458482;-0,005;0,000;-0,034;0,034
58,472861;0,021;0,007;-0,042;0,048
58,473214;0,040;0,016;-0,043;0,061
58,488864;0,054;0,026;-0,040;0,072
58,503805;0,059;0,034;-0,036;0,077
58,504066;0,055;0,040;-0,034;0,076
58,516669;0,048;0,038;-0,034;0,070
58,530344;0,035;0,031;-0,035;0,058
58,530627;0,024;0,020;-0,037;0,049
58,545032;0,013;0,011;-0,038;0,042
58,559775;0,006;0,005;-0,036;0,037
58,560068;0,004;0,005;-0,032;0,033
58,567060;0,004;0,011;-0,027;0,030
58,576454;0,009;0,020;-0,020;0,029
58,587968;0,015;0,029;-0,016;0,037
58,601767;0,021;0,038;-0,008;0,044
58,614459;0,024;0,045;0,001;0,051
58,627560;0,018;0,044;0,018;0,051
58,640089;0,009;0,037;0,024;0,045
58,652613;-0,005;0,028;0,029;0,040
58,652868;-0,020;0,020;0,035;0,044
58,666328;-0,034;0,012;0,040;0,054
58,679497;-0,043;0,006;0,045;0,062
58,693202;-0,048;0,000;0,046;0,066
58,693486;-0,046;-0,004;0,045;0,064
58,706500;-0,040;-0,004;0,046;0,061
58,720698;-0,031;-0,005;0,047;0,056
58,721006;-0,018;-0,005;0,043;0,047
58,733528;-0,005;-0,002;0,038;0,039
58,747741;0,005;0,002;0,034;0,034
58,762382;0,013;0,007;0,031;0,035
58,762643;0,020;0,011;0,025;0,034
58,776290;0,026;0,013;0,018;0,034
58,789256;0,032;0,011;0,009;0,035
58,789564;0,037;0,002;0,003;0,037
58,802132;0,037;-0,002;-0,001;0,037
58,816352;0,032;-0,005;0,001;0,032
58,816648;0,021;-0,004;0,008;0,023
58,829278;0,004;0,000;0,019;0,019
58,842707;-0,016;0,002;0,026;0,031
