# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-09-19 13:20:24.851
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
24,901473;0,0404;0,5492;-2,2013;2,27
24,917949;0,0962;0,6848;-2,0684;2,18
24,918341;0,1575;0,7597;-1,8711;2,03
24,934801;0,2288;0,8120;-1,5808;1,79
24,950336;0,4908;0,8557;-0,7531;1,24
24,966300;0,7061;0,8730;-0,3052;1,16
24,966793;1,0300;0,8668;0,1095;1,35
24,982261;1,3924;0,8336;0,5114;1,70
24,982711;1,7642;0,7849;0,8063;2,09
24,998644;2,1274;0,8614;0,9759;2,49
25,015152;2,3716;1,0379;0,9913;2,77
25,015652;2,4586;1,2769;0,9758;2,94
25,032431;2,4585;1,5474;0,9945;3,07
25,032920;2,5023;1,7946;1,0645;3,26
25,049864;2,5972;2,0302;1,2561;3,53
25,050329;2,5570;2,1322;1,5306;3,66
25,066757;2,4358;2,0888;1,8454;3,70
25,083438;2,2803;2,0114;2,0861;3,69
25,083829;2,0783;1,8818;2,3247;3,64
25,100145;1,4640;1,4595;2,7635;3,45
25,116589;1,2006;1,2326;2,9223;3,39
25,117003;1,0349;1,0037;3,0102;3,34
25,132317;0,9597;0,8085;2,9992;3,25
25,148485;0,9005;0,5543;2,8320;3,02
25,166569;1,0209;-0,0181;2,3489;2,56
25,185372;1,7466;-0,2807;1,8190;2,54
25,185855;2,0526;-0,4299;1,4689;2,56
25,201218;2,1019;-0,6641;1,0224;2,43
25,217848;1,9210;-0,8466;0,4880;2,16
25,218244;1,6211;-0,8920;-0,0205;1,85
25,234616;1,3450;-0,7769;-0,4518;1,62
25,235021;1,1285;-0,5933;-0,7543;1,48
25,251473;1,0116;-0,3910;-1,0099;1,48
25,251859;0,8677;-0,2820;-1,1954;1,50
25,268360;0,6859;-0,2731;-1,3308;1,52
25,284697;0,5421;-0,3530;-1,4166;1,56
25,285080;0,4775;-0,4973;-1,4004;1,56
25,300432;0,5138;-0,7269;-1,3198;1,59
25,300840;0,6110;-0,9444;-1,2311;1,67
25,316145;0,7832;-1,1293;-1,1191;1,77
25,332860;0,9505;-1,2659;-1,0305;1,89
25,333264;1,0379;-1,3577;-0,9790;1,97
25,349345;1,0284;-1,4695;-0,9877;2,05
25,349777;0,9192;-1,5358;-1,0706;2,09
25,366033;0,8319;-1,5770;-1,2131;2,16
25,382098;0,6051;-1,5451;-1,5581;2,28
25,399906;0,5340;-1,4455;-1,6850;2,28
25,419474;0,3604;-1,2208;-1,8605;2,25
25,419919;0,3032;-1,1059;-1,8912;2,21
25,440200;0,2148;-1,0601;-1,8368;2,13
25,440595;0,1709;-1,0103;-1,7313;2,01
25,459406;0,1374;-0,9414;-1,5463;1,82
25,459907;0,0648;-0,8626;-1,2678;1,53
25,476115;0,0085;-0,7883;-0,9674;1,25
25,492435;-0,1933;-0,6925;-0,3531;0,80
25,492847;-0,3199;-0,7194;-0,0295;0,79
25,508548;-0,3992;-0,7142;0,2927;0,87
25,527352;-0,3789;-0,6899;0,8632;1,17
25,546560;-0,3576;-0,6830;1,0692;1,32
25,563245;-0,4968;-0,7012;1,4723;1,70
25,579228;-0,6151;-0,7070;1,5213;1,79
25,579597;-0,7199;-0,7319;1,4470;1,77
25,594756;-0,7810;-0,7090;1,2882;1,66
25,610229;-0,7256;-0,3485;0,6215;1,02
25,627185;-0,7634;-0,1579;0,2446;0,82
25,643223;-0,9464;0,2423;-0,1387;0,99
25,659724;-1,2320;0,5139;0,0420;1,34
25,675952;-1,2316;0,3300;0,3229;1,32
25,676308;-1,0931;0,0191;0,6919;1,29
25,692484;-0,8222;-0,2374;1,0467;1,35
25,692883;-0,4156;-0,4497;1,3418;1,47
25,709329;-0,0485;-0,5609;1,5399;1,64
25,726125;0,3904;-0,6626;1,7127;1,88
25,726522;0,7611;-0,6250;1,9071;2,15
25,741804;1,0086;-0,5897;2,1025;2,41
25,742191;1,1048;-0,5781;2,2691;2,59
25,757383;1,1076;-0,5542;2,4449;2,74
25,773909;1,0175;-0,5821;2,5397;2,80
25,774290;0,8867;-0,6433;2,5402;2,77
25,789838;0,8069;-0,7240;2,4663;2,69
25,790240;0,7181;-0,8009;2,2661;2,51
25,805960;0,5939;-0,8688;1,9453;2,21
25,822946;0,2079;-0,9663;0,9293;1,36
25,838858;-0,0967;-0,9240;0,3107;0,98
25,855427;-0,6909;-0,7049;-1,0027;1,41
25,870958;-0,9669;-0,4272;-2,0480;2,30
25,886659;-0,9720;-0,3236;-2,4158;2,62
25,887074;-0,9102;-0,2779;-2,7173;2,88
25,902762;-0,8577;-0,2852;-2,9236;3,06
25,903148;-0,7550;-0,3600;-3,0584;3,17
25,919254;-0,7315;-0,4122;-3,1792;3,29
25,935747;-0,7138;-0,4328;-3,2529;3,36
25,936264;-0,7284;-0,3513;-3,2463;3,35
25,951265;-0,7785;-0,2307;-3,1836;3,29
25,951755;-0,7866;-0,1105;-3,0695;3,17
25,967255;-0,7999;0,0370;-2,8993;3,01
25,982869;-0,8426;0,1631;-2,6872;2,82
25,983255;-0,8822;0,2817;-2,4521;2,62
25,999137;-0,8427;0,3490;-2,2273;2,41
25,999490;-0,7639;0,4602;-1,9216;2,12
26,015797;-0,7183;0,6062;-1,6499;1,90
26,031439;-0,5437;0,7260;-1,3981;1,67
26,031932;-0,2886;0,8007;-1,1851;1,46
26,047253;0,0210;0,8588;-0,9867;1,31
26,063179;0,6595;0,8901;-0,6180;1,27
26,080108;1,0111;0,9598;-0,4378;1,46
26,096284;1,7297;1,1866;0,0470;2,10
26,111898;2,0725;1,5183;0,6264;2,64
26,127027;2,2317;1,6877;0,9660;2,96
26,127396;2,2513;1,8214;1,3733;3,20
26,142774;2,1946;1,8672;1,8298;3,41
26,143151;2,1006;1,8194;2,2695;3,59
26,159048;2,0850;1,7714;2,7272;3,86
26,176297;2,0249;1,6920;3,1181;4,08
26,176751;1,7847;1,5372;3,3618;4,10
26,193718;1,4484;1,2585;3,4879;3,98
26,194068;1,1530;1,0321;3,5210;3,85
26,209882;0,9013;0,8906;3,4754;3,70
26,210280;0,7424;0,7432;3,3116;3,47
26,226600;0,7060;0,5374;3,0906;3,22
26,242715;0,8460;0,2871;2,8839;3,02
26,243093;1,0977;0,1383;2,7019;2,92
26,259574;1,4589;0,0018;2,4786;2,88
26,259936;1,8430;-0,1056;2,1861;2,86
26,276345;2,0565;-0,2364;1,8624;2,78
26,293138;1,7147;-0,3964;1,0788;2,06
26,309572;1,3155;-0,3346;0,7411;1,55
26,310033;0,9071;-0,2354;0,4929;1,06
26,326641;0,5314;-0,1525;0,3725;0,67
26,327041;0,2880;-0,1074;0,3370;0,46
26,343056;0,2060;-0,1766;0,3771;0,46
26,343456;0,1828;-0,3472;0,4170;0,57
26,359659;0,2232;-0,6415;0,4429;0,81
26,376317;0,3137;-0,9345;0,4365;1,08
26,376702;0,3970;-1,1777;0,3750;1,30
26,392984;0,4639;-1,3504;0,2114;1,44
26,393365;0,4833;-1,5261;-0,0587;1,60
26,409057;0,3765;-1,6329;-0,3589;1,71
26,424534;0,0275;-1,7364;-1,0557;2,03
26,440225;-0,1587;-1,7024;-1,4045;2,21
26,456731;-0,6139;-1,5222;-2,0223;2,60
26,473073;-0,8014;-1,4456;-2,3156;2,84
26,473470;-0,9562;-1,3746;-2,5929;3,09
26,489467;-1,0231;-1,3168;-2,8171;3,27
26,505139;-0,9583;-1,1903;-3,0961;3,45
26,505520;-0,8831;-1,1187;-3,0952;3,41
26,520115;-0,7759;-1,0831;-2,9873;3,27
26,536275;-0,6908;-1,1024;-2,8153;3,10
26,536649;-0,6095;-1,0764;-2,5985;2,88
26,551879;-0,5928;-1,0439;-2,3419;2,63
26,567857;-0,6296;-1,0344;-2,0263;2,36
26,568236;-0,7295;-1,0060;-1,6659;2,08
26,572708;-0,8093;-1,0078;-1,2074;1,77
26,583847;-0,9445;-0,9017;-0,7648;1,51
26,599984;-1,0650;-0,8460;-0,3760;1,41
26,616390;-1,0621;-0,7790;-0,0356;1,32
26,616751;-1,0273;-0,7016;0,2423;1,27
26,632234;-0,9749;-0,6758;0,4388;1,26
26,632611;-1,0369;-0,7007;0,5631;1,37
26,651801;-1,0747;-0,7427;0,6202;1,45
26,652207;-1,0470;-0,7678;0,6390;1,45
26,669573;-0,9309;-0,7476;0,5719;1,32
26,686701;-0,5802;-0,4818;0,3513;0,83
26,703314;-0,4304;-0,2047;0,2533;0,54
26,719516;-0,5756;0,2335;0,3225;0,70
26,736228;-1,3178;0,4431;0,6638;1,54
26,736596;-1,6729;0,4895;0,9446;1,98
26,752458;-1,8706;0,3830;1,2683;2,29
26,768843;-1,7819;0,1021;1,6610;2,44
26,769219;-1,4389;-0,1532;2,0680;2,52
26,784721;-0,9842;-0,3189;2,4440;2,65
26,785145;-0,5968;-0,4788;2,7479;2,85
26,800605;-0,3293;-0,6821;2,8944;2,99
26,817029;-0,0363;-0,8153;2,9506;3,06
26,817382;0,2152;-0,8683;2,9445;3,08
26,832876;0,3627;-0,8817;2,8181;2,97
26,833271;0,3231;-0,9087;2,5752;2,75
26,849003;0,1244;-0,8853;2,2156;2,39
26,869173;-0,1206;-0,8365;1,7294;1,92
26,869501;-0,3301;-0,7673;1,2209;1,48
26,885584;-0,5223;-0,5797;0,2395;0,82
26,902103;-0,5531;-0,5362;-0,2146;0,80
26,902447;-0,6478;-0,5122;-0,6679;1,06
26,922481;-0,7787;-0,5156;-1,1062;1,45
26,923241;-0,8980;-0,5256;-1,5442;1,86
26,941913;-1,0769;-0,4548;-1,9012;2,23
26,942277;-1,1620;-0,3934;-2,1871;2,51
26,958680;-1,1778;-0,3127;-2,3782;2,67
26,959047;-1,2546;-0,2697;-2,5604;2,86
26,975141;-1,3353;-0,2121;-2,6716;2,99
26,975521;-1,2863;-0,2079;-2,7739;3,06
26,991909;-1,1895;-0,1771;-2,7760;3,03
27,008034;-1,0606;-0,1358;-2,7397;2,94
27,008412;-0,9477;-0,1284;-2,7126;2,88
27,023880;-0,8649;-0,1321;-2,6468;2,79
27,024278;-0,7694;-0,1188;-2,5659;2,68
27,040698;-0,6755;-0,1082;-2,5035;2,60
27,056991;-0,5198;-0,0566;-2,4550;2,51
27,057368;-0,3345;-0,0066;-2,4015;2,42
27,073180;-0,2300;0,0861;-2,2861;2,30
27,073568;-0,1426;0,1707;-2,1756;2,19
27,088791;-0,0268;0,2732;-2,0607;2,08
27,104435;0,1262;0,3819;-1,9181;1,96
27,104850;0,3162;0,5371;-1,6910;1,80
27,120212;0,5851;0,6779;-1,3605;1,63
27,136332;1,0491;0,8656;-0,6456;1,51
27,152511;1,2578;0,9570;-0,3028;1,61
27,152925;1,4962;1,0806;0,0023;1,85
27,168014;1,7942;1,2488;0,3030;2,21
27,168430;2,0816;1,5269;0,5986;2,65
27,184650;2,3407;1,8187;0,9268;3,11
27,201024;2,4892;2,0240;1,2772;3,45
27,201399;2,5956;2,2105;1,6685;3,80
27,216989;2,5738;2,2312;2,0766;3,99
27,217335;2,4281;2,1634;2,5014;4,10
27,232962;2,2072;1,9216;2,8768;4,10
27,248605;2,0810;1,6386;3,2852;4,22
27,248958;2,1330;1,4210;3,6945;4,50
27,264701;2,1665;1,3040;4,0151;4,75
27,265057;2,1159;1,1085;4,1328;4,77
27,280434;1,9580;0,8572;4,1046;4,63
27,296381;1,7941;0,6537;4,0111;4,44
27,296713;1,6295;0,5200;3,9235;4,28
27,312323;1,5433;0,5107;3,8175;4,15
27,328321;1,5643;0,6082;3,4845;3,87
27,344513;1,5286;0,6020;3,1676;3,57
27,360805;1,1536;0,5399;2,4075;2,72
27,376368;0,5235;0,5471;1,7599;1,92
27,392238;0,0873;0,5240;1,6653;1,75
27,392567;-0,3378;0,4785;1,6986;1,80
27,408343;-0,4711;0,3540;1,7985;1,89
27,408671;-0,4530;0,1109;1,9132;1,97
27,424859;-0,3538;-0,2386;2,0337;2,08
27,425447;-0,2381;-0,5924;2,1080;2,20
27,440981;-0,1981;-0,9729;2,0843;2,31
27,456658;-0,2316;-1,3354;1,9726;2,39
27,456984;-0,2449;-1,6065;1,7400;2,38
27,472521;-0,2685;-1,7464;1,4110;2,26
27,488171;-0,2417;-1,8722;0,9810;2,13
27,488493;-0,2333;-1,9625;0,5653;2,06
27,504269;-0,2931;-2,0424;0,0685;2,06
27,504588;-0,4096;-2,1598;-0,4374;2,24
27,520114;-0,5755;-2,2665;-0,9765;2,53
27,536182;-0,7347;-2,3563;-1,5251;2,90
27,536516;-0,8856;-2,4078;-2,0743;3,30
27,552592;-1,0410;-2,4272;-2,5914;3,70
27,569194;-1,3400;-2,3696;-3,4334;4,38
27,569538;-1,4718;-2,2662;-3,7366;4,61
27,585659;-1,6023;-2,1593;-3,9691;4,79
27,590907;-1,6901;-2,0463;-4,1703;4,94
27,601723;-1,7652;-1,9494;-4,2647;5,01
27,618517;-1,7960;-1,8097;-4,3202;5,02
27,618991;-1,8509;-1,7024;-4,3231;5,00
27,634851;-1,8581;-1,6164;-4,3032;4,96
27,651483;-1,8614;-1,5083;-4,2038;4,84
27,651918;-1,8429;-1,3915;-3,9633;4,59
27,668911;-1,8262;-1,2464;-3,6685;4,28
27,669280;-1,7994;-1,1260;-3,2672;3,90
27,685051;-1,6838;-1,0742;-2,7978;3,44
27,685412;-1,5067;-1,0171;-2,2070;2,86
27,701992;-1,3355;-1,0055;-1,5986;2,31
27,718581;-1,1682;-1,0425;-1,0087;1,86
27,719015;-1,0287;-1,1404;-0,4880;1,61
27,736414;-0,9755;-1,1919;-0,0103;1,54
27,737051;-0,8506;-1,2382;0,3689;1,55
27,752777;-0,6432;-1,1443;0,6657;1,47
27,767900;-0,1093;-0,4380;0,9082;1,01
27,784400;-0,0791;0,0201;0,8692;0,87
27,784725;-0,1811;0,3948;0,8081;0,92
27,801039;-0,3017;0,5893;0,8896;1,11
27,801379;-0,4001;0,6668;1,1472;1,39
27,816859;-0,5078;0,6028;1,5059;1,70
27,832959;-0,5912;0,4971;1,9819;2,13
27,833298;-0,6880;0,3166;2,4238;2,54
27,848531;-0,7137;0,1608;2,8424;2,94
27,848914;-0,5188;0,0321;3,2007;3,24
27,864362;-0,2915;-0,0398;3,5428;3,55
27,880500;-0,1086;-0,1014;3,7022;3,71
27,880893;0,0275;-0,2234;3,7991;3,81
27,896325;0,1484;-0,2755;3,7810;3,79
27,896718;0,1346;-0,3077;3,6525;3,67
27,912622;0,0354;-0,3113;3,3889;3,40
27,928896;-0,0817;-0,3348;3,0466;3,07
27,929292;-0,1467;-0,3354;2,6394;2,66
27,944812;-0,1817;-0,3842;2,1907;2,23
27,945221;-0,1090;-0,4655;1,7287;1,79
27,960647;-0,0583;-0,5343;1,2150;1,33
27,976499;-0,0269;-0,5981;0,7166;0,93
27,976880;-0,1466;-0,6642;0,1575;0,70
27,992322;-0,3578;-0,6290;-0,3381;0,80
28,008272;-0,8914;-0,4135;-1,1389;1,50
28,024187;-1,1508;-0,2780;-1,4586;1,88
28,024603;-1,3591;-0,1973;-1,7249;2,20
28,039882;-1,4918;-0,1519;-1,9526;2,46
28,040281;-1,5151;-0,0988;-2,1180;2,61
28,055750;-1,4280;-0,0866;-2,2261;2,65
28,071545;-1,2203;-0,0930;-2,2912;2,60
28,071896;-1,0061;-0,1294;-2,3084;2,52
28,087694;-0,7705;-0,2020;-2,3014;2,44
28,088045;-0,6248;-0,2594;-2,2747;2,37
28,104190;-0,5628;-0,2444;-2,2373;2,32
28,120039;-0,6259;-0,1706;-2,2222;2,31
28,120400;-0,7442;-0,0556;-2,2486;2,37
28,136068;-0,8665;0,1409;-2,2688;2,43
28,136449;-0,9119;0,3490;-2,3023;2,50
28,155757;-0,8555;0,4984;-2,3162;2,52
28,156062;-0,7214;0,6816;-2,3346;2,54
28,173311;-0,6295;0,8533;-2,3684;2,59
28,190465;-0,2790;1,2087;-2,2492;2,57
28,207228;-0,0498;1,3036;-2,0308;2,41
28,224171;0,3962;1,3104;-1,2740;1,87
28,240528;0,8726;1,3245;-0,4243;1,64
28,240909;1,1552;1,3550;-0,0046;1,78
28,256143;1,3977;1,4637;0,3359;2,05
28,272451;1,5551;1,5867;0,5917;2,30
28,272802;1,5921;1,7714;0,8141;2,52
28,288473;1,6238;1,9654;1,0451;2,76
28,288830;1,6857;2,1309;1,3174;3,02
28,304820;1,7862;2,2779;1,6117;3,31
28,321203;1,8186;2,3113;1,8422;3,47
28,321587;1,7002;2,2375;2,0139;3,46
28,337446;1,3694;2,0551;2,0977;3,24
28,337814;0,9469;1,8362;2,1691;3,00
28,353117;0,5560;1,6860;2,2897;2,90
28,369055;0,3916;1,5687;2,5069;2,98
28,369420;0,4291;1,4018;2,7399;3,11
28,384845;0,5420;1,0565;3,0138;3,24
28,400743;0,8565;0,0183;3,3671;3,47
28,416901;1,0397;-0,3944;3,4071;3,58
28,417260;1,5054;-0,6599;3,3888;3,77
28,432887;1,9941;-0,8017;3,2737;3,92
28,433263;2,2286;-0,9256;3,0269;3,87
28,448936;2,1424;-1,0153;2,6657;3,57
28,464493;1,7689;-1,0053;2,2513;3,03
28,464891;1,3561;-0,8861;1,8984;2,50
28,480785;1,0149;-0,7634;1,6502;2,08
28,481180;0,6919;-0,6625;1,3880;1,69
28,497024;0,4147;-0,6378;1,1268;1,36
28,513050;0,1828;-0,6631;0,8625;1,10
28,513405;0,0251;-0,7752;0,5762;0,97
28,530504;-0,0517;-0,9539;0,2491;0,99
28,531069;-0,0684;-1,1374;-0,0759;1,14
28,547932;-0,0260;-1,2932;-0,4080;1,36
28,548296;-0,0288;-1,4224;-0,7714;1,62
28,565162;-0,0220;-1,5068;-1,1184;1,88
28,581603;-0,0906;-1,5600;-1,8265;2,40
28,599330;-0,1307;-1,5498;-2,1501;2,65
28,615831;-0,2185;-1,5075;-2,6755;3,08
28,632177;-0,3697;-1,4234;-3,0080;3,35
28,632527;-0,4888;-1,3485;-3,1143;3,43
28,649071;-0,5835;-1,2600;-3,1681;3,46
28,664968;-0,6544;-1,1810;-3,1744;3,45
28,665357;-0,6642;-1,0773;-3,0856;3,34
28,680590;-0,6366;-0,9528;-3,0023;3,21
28,680994;-0,6309;-0,8444;-2,8821;3,07
28,699354;-0,6258;-0,7747;-2,6685;2,85
28,700154;-0,6524;-0,7522;-2,3900;2,59
28,716066;-0,6972;-0,7572;-2,0368;2,28
28,732398;-0,7758;-0,7653;-1,6563;1,98
28,732720;-0,8018;-0,7150;-1,2962;1,68
28,747791;-0,8151;-0,6731;-0,9897;1,45
28,764793;-0,8551;-0,5264;-0,3946;1,08
28,781113;-0,8569;-0,4943;-0,1539;1,00
28,796738;-0,6812;-0,3810;0,3281;0,85
28,812693;-0,3372;-0,3321;0,8349;0,96
28,828215;-0,1530;-0,3371;0,9433;1,01
28,828595;-0,0379;-0,3996;0,9052;0,99
28,844745;0,0564;-0,3669;0,7403;0,83
28,845156;0,1395;-0,1802;0,4958;0,55
28,860684;0,1121;0,0157;0,3046;0,32
28,876450;-0,0395;0,2253;0,1650;0,28
28,876819;-0,2889;0,4438;0,1093;0,54
28,892918;-0,5130;0,6711;0,1693;0,86
28,893336;-0,7455;0,8786;0,3055;1,19
28,909263;-0,9066;0,9216;0,5313;1,40
28,925648;-0,8838;0,7434;0,9476;1,49
28,926038;-0,5576;0,4027;1,5562;1,70
28,941323;-0,0656;0,1746;2,2683;2,28
28,941781;0,3382;0,0149;2,8995;2,92
28,957449;0,7360;-0,3071;3,3838;3,48
28,974256;1,1582;-0,5389;3,8463;4,05
28,974723;1,4674;-0,8144;4,2108;4,53
28,990428;1,5551;-1,1320;4,4918;4,89
29,006602;1,2243;-1,4724;4,5496;4,94
29,006928;1,3337;-1,4917;4,4213;4,85
29,022018;1,6983;-1,3962;4,3329;4,86
29,037540;1,9563;-1,3841;4,1271;4,77
29,037854;1,8643;-1,5419;3,6752;4,40
29,053731;1,6125;-1,7734;3,0112;3,85
29,054309;1,4079;-1,8764;2,2791;3,27
29,070180;1,2631;-1,9106;1,5320;2,76
29,086387;1,0896;-1,8630;0,7942;2,30
29,086839;0,8628;-1,8484;0,0325;2,04
29,102892;0,6304;-1,8428;-0,7197;2,08
29,103355;0,4402;-1,8033;-1,4149;2,33
29,118514;0,2627;-1,6877;-2,0490;2,67
29,134091;0,1540;-1,5973;-2,6178;3,07
29,134461;0,0464;-1,4767;-3,0793;3,42
29,150156;-0,0079;-1,3616;-3,4822;3,74
29,166506;-0,1006;-1,0454;-3,9964;4,13
29,182733;-0,2382;-0,8563;-4,1334;4,23
29,198058;-0,5719;-0,4734;-4,1573;4,22
29,213841;-0,7489;0,1300;-3,7606;3,84
29,229445;-0,7081;0,3935;-3,4843;3,58
29,229768;-0,6305;0,6194;-3,1684;3,29
29,245587;-0,5315;0,7532;-2,8698;3,01
29,245895;-0,4159;0,8846;-2,5596;2,74
29,262085;-0,2263;0,9172;-2,1994;2,39
29,281877;0,0191;0,8699;-1,8226;2,02
29,282216;0,4260;0,7897;-1,4146;1,68
29,299604;0,9606;0,7135;-1,0229;1,57
29,299983;1,4834;0,7204;-0,6467;1,77
29,316125;1,9487;0,7078;-0,2903;2,09
29,316456;2,3311;0,6645;0,0039;2,42
29,332748;2,5596;0,6566;0,2365;2,65
29,333069;2,6802;0,6788;0,3504;2,79
29,348986;2,6888;0,7368;0,4458;2,82
29,364787;2,5730;0,8414;0,5177;2,76
29,365096;2,4205;0,9984;0,6274;2,69
29,380499;2,3057;1,1552;0,8079;2,70
29,396961;2,0045;1,1247;1,0675;2,53
29,413437;1,8046;1,0540;1,1572;2,39
29,430048;1,3432;0,9079;0,9914;1,90
29,445687;0,2198;0,5304;0,5088;0,77
29,461118;-0,3479;0,4094;0,3524;0,64
29,461444;-0,6723;0,3234;0,3654;0,83
29,477379;-0,7123;0,2116;0,5186;0,91
29,477716;-0,4548;0,0773;0,7594;0,89
29,493583;0,0510;-0,0607;1,0703;1,07
29,509884;0,5640;-0,2511;1,3189;1,46
29,510238;0,9689;-0,5175;1,4443;1,81
29,525480;1,2493;-0,8189;1,4233;2,06
29,525815;1,4094;-1,1362;1,2513;2,20
29,540759;1,5093;-1,3959;1,0713;2,32
29,557151;1,5445;-1,5715;0,9160;2,39
29,557481;1,5786;-1,5658;0,8758;2,39
29,573479;1,6097;-1,4738;0,9218;2,37
29,573801;1,6005;-1,2962;1,0203;2,30
29,589864;1,5345;-1,1725;1,1143;2,23
29,605514;1,3493;-1,1411;1,1561;2,11
29,605869;1,1222;-1,1633;1,2125;2,02
29,621106;0,9239;-1,2294;1,2215;1,96
29,636916;0,7784;-1,4403;1,2022;2,03
29,641451;0,8254;-1,5061;1,1456;2,06
29,652946;0,9584;-1,5769;1,0278;2,11
29,668341;1,1524;-1,6597;0,8492;2,19
29,668733;1,3323;-1,7175;0,5624;2,25
29,686077;1,4728;-1,7608;0,2252;2,31
29,686965;1,5677;-1,7415;-0,1574;2,35
29,701536;1,5876;-1,6969;-0,5136;2,38
29,721126;1,5409;-1,6353;-0,8294;2,40
29,721534;1,4563;-1,5213;-1,0524;2,35
29,740522;1,3695;-1,3910;-1,2264;2,31
29,741043;1,2806;-1,2845;-1,4283;2,31
29,757403;1,1693;-1,1842;-1,5297;2,26
29,757823;1,1012;-1,0639;-1,4978;2,14
29,773476;1,0475;-0,9132;-1,3330;1,93
29,773823;0,9947;-0,7853;-1,0501;1,65
29,789140;0,9000;-0,7581;-0,6921;1,37
29,805017;0,7971;-0,7756;-0,3118;1,16
29,805346;0,6930;-0,7915;0,0720;1,05
29,821085;0,6300;-0,7831;0,4209;1,09
29,836779;0,5985;-0,6827;1,0013;1,35
29,852962;0,5828;-0,6353;1,2141;1,49
29,853479;0,4663;-0,5848;1,3596;1,55
29,869291;0,3276;-0,5549;1,4809;1,62
29,869631;0,1641;-0,5116;1,6165;1,70
29,885101;0,0260;-0,4791;1,7521;1,82
29,900208;-0,0445;-0,4153;1,8832;1,93
29,900563;-0,1174;-0,3450;2,0002;2,03
29,916714;-0,1876;-0,3260;2,0696;2,10
29,917050;-0,2876;-0,3287;2,0435;2,09
29,932397;-0,3903;-0,3422;1,9503;2,02
29,948721;-0,2948;-0,2938;1,7949;1,84
29,949056;-0,1050;-0,1921;1,6157;1,63
29,965036;0,1238;-0,0786;1,4363;1,44
29,965367;0,2520;0,0341;1,2566;1,28
29,981053;0,2900;0,0816;1,1240;1,16
29,996846;0,3681;0,1223;1,0094;1,08
29,997212;0,4867;0,2041;0,9844;1,12
30,012783;0,5150;0,1829;1,0487;1,18
30,028664;0,3445;-0,3039;1,4076;1,48
30,048494;0,3707;-0,5084;1,6987;1,81
30,065850;0,5920;-0,7404;2,0692;2,28
30,082158;0,5515;-1,2372;1,9045;2,34
30,082462;0,4729;-1,5332;1,6522;2,30
30,098733;0,4356;-1,7453;1,3027;2,22
30,099041;0,3839;-1,8685;0,9088;2,11
30,114867;0,3069;-1,8928;0,4800;1,98
30,131646;0,1538;-1,8322;0,0114;1,84
30,131981;-0,0128;-1,7815;-0,3920;1,82
30,147454;-0,0979;-1,7490;-0,8118;1,93
30,147779;-0,1540;-1,7858;-1,2724;2,20
30,164651;-0,1419;-1,8133;-1,7359;2,51
30,181063;-0,0557;-1,8439;-2,1842;2,86
30,181367;0,0435;-1,8465;-2,5846;3,18
30,196884;0,1178;-1,7854;-2,9050;3,41
30,212738;0,1964;-1,5394;-3,3149;3,66
30,229028;0,2255;-1,3886;-3,3208;3,61
30,245309;0,0593;-1,2145;-2,9323;3,17
30,261132;-0,1744;-0,9851;-2,1646;2,38
30,261492;-0,2655;-0,8480;-1,8469;2,05
30,277403;-0,3493;-0,7237;-1,5734;1,77
30,292974;-0,3527;-0,5479;-1,3527;1,50
30,293354;-0,4078;-0,3750;-1,1697;1,29
30,308324;-0,4215;-0,2008;-1,0337;1,13
30,324367;-0,3515;-0,0399;-0,9301;1,00
30,324710;-0,2656;0,0890;-0,8544;0,90
30,340423;-0,1762;0,1342;-0,7495;0,78
30,340815;-0,0985;0,1350;-0,6492;0,67
30,356485;0,0050;0,0496;-0,5442;0,55
30,372230;0,2870;-0,0969;-0,3067;0,43
30,388110;0,4093;-0,1213;-0,1020;0,44
30,388480;0,5273;-0,1157;0,1463;0,56
30,405170;0,6369;-0,1301;0,3770;0,75
30,405575;0,6631;-0,1230;0,5573;0,87
30,421813;0,6854;-0,0613;0,6827;0,97
30,437416;0,6519;0,0562;0,7100;0,97
30,437811;0,6514;0,2886;0,6628;0,97
30,453720;0,6714;0,5330;0,5736;1,03
30,454106;0,6825;0,7483;0,5082;1,13
30,472606;0,6293;0,8838;0,5228;1,20
30,472949;0,5006;0,9165;0,6216;1,22
30,491496;0,3197;0,8560;0,8238;1,23
30,491958;0,1603;0,7634;1,0294;1,29
30,507243;0,0993;0,7477;1,3012;1,50
30,523471;0,0620;0,6547;1,5780;1,71
30,523886;0,0232;0,6400;1,8702;1,98
30,539991;0,0906;0,6014;2,0019;2,09
30,540375;0,1322;0,4623;2,0068;2,06
30,556552;0,1729;0,3248;1,8368;1,87
30,572893;0,2492;0,3156;1,5723;1,62
30,573279;0,3239;0,4425;1,3221;1,43
30,588182;0,2266;0,5555;1,0847;1,24
30,604277;-0,2179;0,2684;0,6294;0,72
30,620769;-0,1425;0,0845;0,5733;0,60
30,636651;0,8243;-0,0120;0,6424;1,05
30,653011;1,2921;-0,4447;0,5075;1,46
30,657844;1,2501;-0,6957;0,3696;1,48
30,668750;1,1966;-0,9143;0,2565;1,53
30,684558;1,1978;-1,0579;0,2255;1,61
30,684946;1,2216;-1,0800;0,2626;1,65
30,700824;1,1969;-1,1100;0,3105;1,66
30,716652;1,0872;-1,1425;0,3165;1,61
